0.125000	 38.869087
0.375000	 37.534252
0.625000	 37.211735
0.125000	 39.397812
0.375000	 37.985607
0.625000	 37.367882
0.125000	 39.451054
0.375000	 37.720844
0.625000	 37.341484
0.125000	 39.543869
0.375000	 38.020115
0.625000	 37.315380
0.125000	 39.486507
0.375000	 37.857128
0.625000	 37.333599
0.125000	 39.763569
0.375000	 37.931347
0.625000	 37.281597
0.125000	 39.147804
0.375000	 37.921711
0.625000	 37.292675
0.125000	 38.932854
0.375000	 37.973804
0.625000	 37.448891
0.125000	 36.116947
0.375000	 35.054119
0.625000	 34.902802
0.125000	 39.387444
0.375000	 37.789753
0.625000	 37.307976
0.125000	 39.045712
0.375000	 37.916500
0.625000	 37.274063
0.125000	 36.430099
0.375000	 37.773262
0.625000	 36.966022
0.125000	 37.518970
0.375000	 37.428486
0.625000	 37.374405
0.125000	 39.111313
0.375000	 37.830597
0.625000	 37.174538
0.125000	 38.870979
0.375000	 38.149780
0.625000	 37.143513
0.125000	 39.860756
0.375000	 37.707676
0.625000	 37.292141
0.125000	 39.784588
0.375000	 37.982887
0.625000	 37.192612
0.125000	 39.128273
0.375000	 37.811348
0.625000	 37.261860
0.125000	 39.743542
0.375000	 37.785915
0.625000	 37.323219
0.125000	 39.728550
0.375000	 37.986553
0.625000	 37.411350
0.125000	 38.706207
0.375000	 37.855419
0.625000	 37.334667
0.125000	 39.574715
0.375000	 37.945511
0.625000	 37.358334
0.125000	 38.914040
0.375000	 37.891022
0.625000	 37.303879
0.125000	 39.416023
0.375000	 37.896717
0.625000	 37.412434
0.125000	 39.447784
0.375000	 38.127350
0.625000	 37.262642
0.125000	 39.227058
0.375000	 37.629940
0.625000	 37.316357
0.125000	 39.491455
0.375000	 37.966606
0.625000	 37.339653
0.125000	 39.309086
0.375000	 37.758949
0.625000	 35.878979
0.125000	 39.043682
0.375000	 38.136433
0.625000	 37.057640
0.125000	 39.437832
0.375000	 37.036633
0.625000	 36.883099
