0.125000	 122070.312500
0.375000	 915527.375000
0.625000	 1537893.625000
0.875000	 2119670.750000
1.125000	 2725291.000000
1.375000	 3383366.000000
1.625000	 3173828.250000
1.875000	 5918561.000000
2.125000	 5228838.500000
2.375000	 5753392.000000
2.625000	 6359012.500000
2.875000	 6964632.500000
3.125000	 7689468.000000
3.375000	 4708426.000000
3.625000	 5057198.500000
0.125000	 120936.531250
0.375000	 894561.125000
0.625000	 1525879.000000
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 1665455.625000
1.625000	 3967285.250000
1.875000	 4577637.000000
2.125000	 5187988.500000
2.375000	 5798340.000000
2.625000	 5159198.000000
2.875000	 5650550.000000
3.125000	 7629394.500000
3.375000	 5493164.000000
3.625000	 5779656.000000
0.125000	 610351.562500
0.375000	 915527.375000
0.625000	 1525879.000000
0.875000	 1051682.625000
1.125000	 2623600.750000
1.375000	 2237955.750000
1.625000	 3154114.750000
1.875000	 4577637.000000
2.125000	 5187988.500000
2.375000	 5798340.000000
2.625000	 6408691.500000
2.875000	 7019043.000000
3.125000	 5086263.000000
3.375000	 5353743.500000
3.625000	 5057198.500000
0.125000	 121690.039062
0.375000	 915527.375000
0.625000	 1525879.000000
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 3356933.750000
1.625000	 3967285.250000
1.875000	 4577637.000000
2.125000	 5187988.500000
2.375000	 11596680.000000
2.625000	 5126953.000000
2.875000	 7019043.000000
3.125000	 3699100.500000
3.375000	 4708426.000000
3.625000	 5057198.500000
0.125000	 71806.070312
0.375000	 450721.156250
0.625000	 1525879.000000
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 3356933.750000
1.625000	 5027846.500000
1.875000	 5688713.500000
2.125000	 5187988.500000
2.375000	 6133781.000000
2.625000	 6408691.500000
2.875000	 7019043.000000
3.125000	 7629394.500000
3.375000	 5493164.000000
3.625000	 5057198.500000
0.125000	 71281.937500
0.375000	 901442.312500
0.625000	 1525879.000000
0.875000	 2848307.250000
1.125000	 2746582.000000
1.375000	 3356933.750000
1.625000	 4095262.250000
1.875000	 4542151.500000
2.125000	 4256811.000000
2.375000	 5798340.000000
2.625000	 6408691.500000
2.875000	 7019043.000000
3.125000	 7689468.000000
3.375000	 4708426.000000
3.625000	 5900065.000000
0.125000	 110973.007812
0.375000	 915527.375000
0.625000	 1525879.000000
0.875000	 2136230.500000
1.125000	 3413228.250000
1.375000	 3356933.750000
1.625000	 3967285.250000
1.875000	 3662109.500000
2.125000	 2305772.500000
2.375000	 4788306.500000
2.625000	 6408691.500000
2.875000	 7019043.000000
3.125000	 6103515.500000
3.375000	 16479493.000000
3.625000	 5057198.500000
0.125000	 75997.078125
0.375000	 915527.375000
0.625000	 1525879.000000
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 3356933.750000
1.625000	 3967285.250000
1.875000	 4725302.500000
2.125000	 4150390.750000
2.375000	 5798340.000000
2.625000	 6615423.500000
2.875000	 5615234.500000
3.125000	 6103515.500000
3.375000	 4708426.000000
3.625000	 5900065.000000
0.125000	 95507.335938
0.375000	 915527.375000
0.625000	 1017252.625000
0.875000	 2136230.500000
1.125000	 3551136.500000
1.375000	 4254332.000000
1.625000	 3967285.250000
1.875000	 4577637.000000
2.125000	 5228838.500000
2.375000	 5798340.000000
2.625000	 4941642.000000
2.875000	 7019043.000000
3.125000	 7629394.500000
3.375000	 4708426.000000
3.625000	 2723107.000000
0.125000	 120936.531250
0.375000	 1160272.250000
0.625000	 1525879.000000
0.875000	 2136230.500000
1.125000	 2790178.500000
1.375000	 4171723.500000
1.625000	 3967285.250000
1.875000	 4577637.000000
2.125000	 5108173.000000
2.375000	 5753392.000000
2.625000	 6359012.500000
2.875000	 7245464.000000
3.125000	 7629394.500000
3.375000	 5408654.000000
3.625000	 5057198.500000
0.125000	 110973.007812
0.375000	 915527.375000
0.625000	 1514050.500000
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 3356933.750000
1.625000	 1763237.750000
1.875000	 2034505.000000
2.125000	 10540674.000000
2.375000	 5798340.000000
2.625000	 6562500.000000
2.875000	 7019043.000000
3.125000	 7629394.500000
3.375000	 4708426.000000
3.625000	 5839240.000000
0.125000	 610351.562500
0.375000	 332919.031250
0.625000	 554865.062500
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 3437500.000000
1.625000	 1763237.750000
1.875000	 4650297.500000
2.125000	 4150390.750000
2.375000	 11596680.000000
2.625000	 6408691.500000
2.875000	 3119574.500000
3.125000	 7629394.500000
3.375000	 4708426.000000
3.625000	 5809295.000000
0.125000	 122070.312500
0.375000	 915527.375000
0.625000	 1525879.000000
0.875000	 2119670.750000
1.125000	 2239251.500000
1.375000	 3356933.750000
1.625000	 3967285.250000
1.875000	 4472805.500000
2.125000	 5187988.500000
2.375000	 4498106.000000
2.625000	 7964199.000000
2.875000	 6911057.500000
3.125000	 7512019.000000
3.375000	 4687500.000000
3.625000	 5057198.500000
0.125000	 48585.199219
0.375000	 1831054.750000
0.625000	 508626.312500
0.875000	 2136230.500000
1.125000	 2746582.000000
1.375000	 3356933.750000
1.625000	 3906250.000000
1.875000	 4577637.000000
